run_label,frame,frame_z_map,datasets,random_mode,prior_config,dataset_sigma_mag,survey_sigma_mag,model,N,k_base,k_random,dof_base,dof_nominal,H0,beta,H0_minus_67p5,beta_minus_0p5,raw_chi2_no_offsets,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,chi2_dof_base,chi2_dof_nominal,AIC_random_marginal_base,BIC_random_marginal_base,success,method,random_effect_note
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETAfree_H0fixed675,3422,1,3,3421,3418,67.5,0.541272701511485,0.0,0.0412727015114849,4686.05587886116,3128.8623549852305,2.2610245314690696,3131.1233795166995,19.07794816011443,3150.201327676814,0.9146046053742268,0.9154073595626772,3152.201327676814,3158.339308131266,True,minimize_beta,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_016mmag_ds032_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_016mmag_ds032,0.032,0.016,FR_BETAfree_H0fixed675,3422,1,27,3421,3394,67.5,0.5192641424162499,0.0,0.0192641424162498,4399.9611172442,3100.924878966284,28.200363526145992,3129.125242492429,23.012037184152888,3152.1372796765822,0.9064381405923072,0.91364905096237,3154.1372796765822,3160.2752601310344,True,minimize_beta,"27 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset_budget_025mmag_ds050_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_025mmag_ds050,0.05,0.0,FR_BETAfree_H0fixed675,3422,1,3,3421,3418,67.5,0.5383695716398504,0.0,0.0383695716398504,4642.958771998304,3129.0773282813147,8.69616229699528,3137.77349057831,14.934915025536268,3152.708405603846,0.9146674446890718,0.915470254031982,3154.708405603846,3160.8463860582983,True,minimize_beta,"3 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset_budget_025mmag_ds050_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_025mmag_ds050,0.05,0.0,FR_BETAfree_H0free,3422,2,3,3420,3417,69.80571529665752,0.5431892115208309,2.3057152966575245,0.0431892115208308,3568.496526528868,3128.87552636785,2.8434132912815278,3131.718939659132,14.934915025536268,3146.653854684668,0.91487588490288,0.9156791121942786,3150.653854684668,3162.929815593572,True,L-BFGS-B,"3 Gaussian calibration offsets; dataset sigma=0.05 mag, survey sigma=0.025 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_050mmag_ds100_stress_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_050mmag_ds100_stress,0.1,0.05,FR_BETAfree_H0free,3422,2,27,3420,3393,69.65703077628432,0.5158087707895532,2.157030776284316,0.0158087707895532,3672.365512959804,3081.953608883559,7.635137101627187,3089.588745985186,58.01561577320837,3147.6043617583946,0.9011560259893449,0.9083270288486764,3151.6043617583946,3163.880322667299,True,L-BFGS-B,"27 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset_budget_016mmag_ds032_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_016mmag_ds032,0.032,0.0,FR_BETAfree_H0free,3422,2,3,3420,3417,69.83579053511482,0.5444384493397444,2.3357905351148247,0.0444384493397443,3563.9752444417877,3129.0131393260326,6.746084762521436,3135.759224088554,12.287411178360584,3148.046635266915,0.914916122609951,0.9157193852285728,3152.046635266915,3164.3225961758194,True,L-BFGS-B,"3 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset+survey_budget_010mmag_ds020_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+survey,budget_010mmag_ds020,0.02,0.01,FR_BETAfree_H0free,3422,2,27,3420,3393,69.87791595285209,0.539498185684382,2.377915952852092,0.039498185684382,3571.808448490235,3111.21990909337,22.527303312614865,3133.747212405985,14.83533483809984,3148.5825472440847,0.9097134237115116,0.9169525225739376,3152.5825472440847,3164.858508152989,True,L-BFGS-B,"27 Gaussian calibration offsets; dataset sigma=0.02 mag, survey sigma=0.01 mag"
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETAfree_H0free,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETAfree_H0free,3422,2,3,3420,3417,69.78968842313597,0.5425236313249614,2.2896884231359707,0.0425236313249614,3570.936107586993,3128.848616669581,0.7216425188524999,3129.5702591884337,19.07794816011443,3148.648207348548,0.914868016570053,0.9156712369533454,3152.648207348548,3164.9241682574525,True,L-BFGS-B,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
joint_des_pantheon_union31_HD_dataset_budget_016mmag_ds032_FR_BETAfree_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_016mmag_ds032,0.032,0.0,FR_BETAfree_H0fixed675,3422,1,3,3421,3418,67.5,0.5334371734501575,0.0,0.0334371734501575,4573.443640548478,3130.044953340307,19.83826786236511,3149.8832212026723,12.287411178360584,3162.170632381033,0.914950293288602,0.9157533508894988,3164.170632381033,3170.3086128354853,True,minimize_beta,"3 Gaussian calibration offsets; dataset sigma=0.032 mag, survey sigma=0.016 mag"
joint_des_pantheon_union31_HD_dataset_budget_050mmag_ds100_stress_FR_BETA05_H0fixed675,HD,"{""DES_Dovekie_raw"": ""zHD"", ""PantheonPlusSH0ES"": ""zHD"", ""Union3p1_UNITY1p8"": ""z""}",PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset,budget_050mmag_ds100_stress,0.1,0.0,FR_BETA05_H0fixed675,3422,0,3,3422,3419,67.5,0.5,0.0,0.0,4227.901691317376,3150.1476735890537,1.534270720418525,3151.6819443094723,19.07794816011443,3170.7598924695867,0.9205574732872748,0.9213652160248768,3170.7598924695867,3170.7598924695867,True,fixed,"3 Gaussian calibration offsets; dataset sigma=0.1 mag, survey sigma=0.05 mag"
