system,candidate_id,active_count,active_couplings,active_values_json,full_column_rank,matrix_rank,constraint_count,maximum_constraint_residual,L1_exponent_norm,L2_exponent_norm,maximum_absolute_exponent,minimum_singular_value,condition_number,maximum_active_endpoint_change_factor,h_exponent,G_exponent,m_p_exponent,m_e_exponent,alpha_exponent,atomic_Q_exponent,spectroscopic_redshift_exponent,M_Ch_exponent,source_luminosity_exponent,supernova_composite_s,opacity_exponent,diffusion_time_exponent,duration_b_predicted,me_over_mp_exponent,proton_gravity_coupling_exponent,proton_gravity_coupling_delta_exponent,alpha_endpoint_ratio,me_over_mp_endpoint_ratio,proton_gravity_endpoint_ratio_relative_to_baseline,maximum_dimensionless_endpoint_change_factor,dimensionless_drift_warning,time_dilation_evaluated,duration_tension_sigma,time_dilation_gate_pass,supernova_reference_delta_BIC_vs_flat_LCDM,supernova_gate_pass,action_level_model_supplied,promotion_gate_pass
microscopic_closure,microscopic_closure:delta_h+delta_m_p,2,delta_h;delta_m_p,"{""delta_h"": 0.9999999999999993, ""delta_m_p"": 2.5376049011143404}",True,2,2,6.661338147750939e-16,3.5376049011143396,2.7275334341047994,2.5376049011143404,0.6930004681646916,2.0822503511235175,20.095889903862613,0.9999999999999993,0.0,1.5376049011143404,-1.0,0.0,6.661338147750939e-16,0.9999999999999993,-0.07520980222868179,-0.07520980222868179,0.037604901114340894,0.4623950988856582,-0.8064073516715118,0.19359264832848821,-2.5376049011143404,1.0752098022286818,4.075209802228682,1.0,0.04976141911524858,123.79295060116844,123.79295060116844,True,False,72.39559439302313,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+tau_photon_distance,2,delta_h;tau_photon_distance,"{""delta_h"": 0.9999999999999993, ""tau_photon_distance"": 2.5376049011143404}",True,2,2,6.661338147750939e-16,3.5376049011143396,2.7275334341047994,2.5376049011143404,0.6930004681646916,2.0822503511235175,20.095889903862613,0.9999999999999993,0.0,-1.0,-1.0,0.0,6.661338147750939e-16,0.9999999999999993,4.999999999999999,4.999999999999999,0.037604901114340894,2.9999999999999987,2.999999999999999,3.999999999999999,0.0,-3.999999999999999,-0.9999999999999993,1.0,1.0,0.3065359597334366,3.262259999999997,True,False,268.0598291426747,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_G,2,delta_h;delta_G,"{""delta_G"": 3.3834732014857885, ""delta_h"": 1.0}",True,2,2,0.0,4.3834732014857885,3.5281568708282363,3.3834732014857885,0.5566869307119411,2.420132881566025,54.63567634860623,1.0,3.3834732014857885,-1.0,-1.0,0.0,0.0,1.0,-0.07520980222868268,-0.07520980222868268,0.03760490111434134,3.0,0.46239509888565866,1.4623950988856587,0.0,-0.6165267985142115,2.3834732014857885,1.0,1.0,16.747799485205423,16.747799485205423,True,False,41.08954678554284,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+sigma_spectral,2,delta_h;sigma_spectral,"{""delta_h"": -2.3834732014857893, ""sigma_spectral"": 3.3834732014857893}",True,2,2,6.661338147750939e-16,5.766946402971579,4.138699724233859,3.3834732014857893,0.49239401533511107,3.0933975115495556,54.63567634860629,-2.3834732014857893,0.0,-1.0,-1.0,0.0,3.3834732014857893,1.0,-0.07520980222868401,-0.07520980222868401,0.037604901114342004,-3.7669464029715787,-2.9210781026001316,-1.9210781026001316,0.0,-0.6165267985142107,2.3834732014857893,1.0,1.0,16.74779948520544,16.74779948520544,True,False,261.5374963573,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_m_e,2,delta_h;delta_m_e,"{""delta_h"": -2.3834732014857893, ""delta_m_e"": -3.3834732014857893}",True,2,2,6.661338147750939e-16,5.766946402971579,4.138699724233859,3.3834732014857893,0.49239401533511107,3.0933975115495556,54.635676348606296,-2.3834732014857893,0.0,-1.0,-4.383473201485789,0.0,0.0,1.0,-0.07520980222868401,-0.07520980222868401,0.037604901114342004,3.0,0.462395098885658,1.462395098885658,-3.3834732014857893,-0.6165267985142107,2.3834732014857893,1.0,0.018303058858820352,16.74779948520544,54.635676348606296,True,False,41.08954678554278,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_alpha+eta_Ni_luminosity,2,delta_alpha;eta_Ni_luminosity,"{""delta_alpha"": -0.5, ""eta_Ni_luminosity"": -3.5752098022286827}",True,2,2,0.0,4.075209802228683,3.6100034806011,3.5752098022286827,0.5,4.0,68.53882091571913,0.0,0.0,-1.0,-1.0,-0.5,0.0,1.0,3.5,-0.07520980222868268,0.03760490111434134,0.0,0.75,1.75,0.0,-3.0,0.0,0.5536568971244162,1.0,1.0,1.8061727492130975,True,False,66.81371116769373,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_e+eta_Ni_luminosity,2,delta_m_e;eta_Ni_luminosity,"{""delta_m_e"": -1.0, ""eta_Ni_luminosity"": -3.5752098022286827}",True,2,2,0.0,4.575209802228683,3.7124284679912765,3.5752098022286827,0.5,2.0,68.53882091571913,0.0,0.0,-1.0,-2.0,0.0,0.0,1.0,3.5,-0.07520980222868268,0.03760490111434134,3.0,2.25,3.25,-1.0,-3.0,0.0,1.0,0.3065359597334364,1.0,3.2622599999999995,True,False,200.9777898176811,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:sigma_spectral+eta_Ni_luminosity,2,sigma_spectral;eta_Ni_luminosity,"{""eta_Ni_luminosity"": -3.5752098022286827, ""sigma_spectral"": 1.0}",True,2,2,0.0,4.575209802228683,3.7124284679912765,3.5752098022286827,0.5,2.0,68.53882091571913,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,3.5,-0.07520980222868268,0.03760490111434134,1.0,1.25,2.25,0.0,-3.0,0.0,1.0,1.0,1.0,1.0,False,False,111.53507071768952,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+eta_Ni_luminosity,2,delta_h;eta_Ni_luminosity,"{""delta_h"": 0.9999999999999997, ""eta_Ni_luminosity"": -5.075209802228683}",True,2,2,3.3306690738754696e-16,6.075209802228683,5.172789821425002,5.075209802228683,0.3878315821294226,3.3241733278059766,403.8447910281681,0.9999999999999997,0.0,-1.0,-1.0,0.0,3.3306690738754696e-16,0.9999999999999997,4.999999999999999,-0.07520980222868356,0.03760490111434178,2.999999999999999,2.999999999999999,3.999999999999999,0.0,-3.9999999999999996,-0.9999999999999997,1.0,1.0,0.3065359597334365,3.262259999999998,True,False,268.0598291426747,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_p+delta_alpha+tau_photon_distance,3,delta_m_p;delta_alpha;tau_photon_distance,"{""delta_alpha"": -0.5, ""delta_m_p"": 0.89380245055717, ""tau_photon_distance"": 0.8938024505571703}",False,2,2,8.881784197001252e-16,2.2876049011143404,1.3593254361057199,0.8938024505571703,1.4142135623730951,1.414213562373095,2.877293451096588,0.0,0.0,-0.10619754944283,-1.0,-0.5,0.0,1.0,1.71239509888566,1.71239509888566,0.03760490111434034,-0.89380245055717,-0.590703675835755,0.409296324164245,-0.89380245055717,-1.21239509888566,1.78760490111434,0.5536568971244162,0.34754883955923316,8.278817603723306,8.278817603723306,True,False,53.10247110640989,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_p+delta_m_e+tau_photon_distance,3,delta_m_p;delta_m_e;tau_photon_distance,"{""delta_m_e"": -1.0, ""delta_m_p"": 0.89380245055717, ""tau_photon_distance"": 0.8938024505571703}",False,2,2,8.881784197001252e-16,2.7876049011143404,1.6117585555051368,1.0,1.0,1.4142135623730951,3.2622599999999995,0.0,0.0,-0.10619754944283,-2.0,0.0,0.0,1.0,1.71239509888566,1.71239509888566,0.03760490111434034,2.1061975494428298,0.9092963241642449,1.9092963241642449,-1.89380245055717,-1.21239509888566,1.78760490111434,1.0,0.10653621708853164,8.278817603723306,9.38647933377435,True,False,81.06160754357748,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_p+sigma_spectral+tau_photon_distance,3,delta_m_p;sigma_spectral;tau_photon_distance,"{""delta_m_p"": 0.89380245055717, ""sigma_spectral"": 1.0, ""tau_photon_distance"": 0.8938024505571703}",False,2,2,8.881784197001252e-16,2.7876049011143404,1.6117585555051368,1.0,1.0,1.4142135623730951,3.2622599999999995,0.0,0.0,-0.10619754944283,-1.0,0.0,1.0,1.0,1.71239509888566,1.71239509888566,0.03760490111434034,0.10619754944283,-0.090703675835755,0.909296324164245,-0.89380245055717,-1.21239509888566,1.78760490111434,1.0,0.34754883955923316,8.278817603723306,8.278817603723306,True,False,8.381111556414094,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_G+delta_alpha+tau_photon_distance,3,delta_G;delta_alpha;tau_photon_distance,"{""delta_G"": 0.8580503525348839, ""delta_alpha"": -0.5, ""tau_photon_distance"": 1.1440671367131785}",False,2,2,0.0,2.5021174892480627,1.514971953797274,1.1440671367131785,1.25,1.6,3.868118063636625,0.0,0.8580503525348839,-1.0,-1.0,-0.5,0.0,1.0,2.212924471197674,2.212924471197674,0.03760490111434156,0.0,0.10646223559883694,1.106462235598837,0.0,-2.141949647465116,0.8580503525348839,0.5536568971244162,1.0,2.758193882777706,2.758193882777706,True,False,9.253943676123932,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_G+delta_m_e+tau_photon_distance,3,delta_G;delta_m_e;tau_photon_distance,"{""delta_G"": 0.8580503525348839, ""delta_m_e"": -1.0, ""tau_photon_distance"": 1.1440671367131785}",False,2,2,0.0,3.0021174892480627,1.7450329569358651,1.1440671367131785,1.0,1.25,3.868118063636625,0.0,0.8580503525348839,-1.0,-2.0,0.0,0.0,1.0,2.212924471197674,2.212924471197674,0.03760490111434156,3.0,1.606462235598837,2.606462235598837,-1.0,-2.141949647465116,0.8580503525348839,1.0,0.3065359597334364,2.758193882777706,3.2622599999999995,True,False,143.41802232611133,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_G+sigma_spectral+tau_photon_distance,3,delta_G;sigma_spectral;tau_photon_distance,"{""delta_G"": 0.8580503525348839, ""sigma_spectral"": 1.0, ""tau_photon_distance"": 1.1440671367131785}",False,2,2,0.0,3.0021174892480627,1.7450329569358651,1.1440671367131785,1.0,1.25,3.868118063636625,0.0,0.8580503525348839,-1.0,-1.0,0.0,1.0,1.0,2.212924471197674,2.212924471197674,0.03760490111434156,1.0,0.6064622355988369,1.606462235598837,0.0,-2.141949647465116,0.8580503525348839,1.0,1.0,2.758193882777706,2.758193882777706,True,False,53.97530322611973,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_G+delta_m_p+delta_alpha,3,delta_G;delta_m_p;delta_alpha,"{""delta_G"": 0.8580503525348839, ""delta_alpha"": -0.5, ""delta_m_p"": 1.1440671367131787}",False,2,2,4.440892098500626e-16,2.5021174892480627,1.514971953797274,1.1440671367131787,1.25,1.6,3.8681180636366257,0.0,0.8580503525348839,0.14406713671317872,-1.0,-0.5,0.0,1.0,-0.07520980222868334,-0.07520980222868334,0.03760490111434167,-1.1440671367131787,-1.609638469470931,-0.6096384694709309,-1.1440671367131787,0.14618462596124138,3.1461846259612414,0.5536568971244162,0.258523649885662,41.26902736249896,41.26902736249896,True,False,144.2387696347288,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_G+delta_m_p+delta_m_e,3,delta_G;delta_m_p;delta_m_e,"{""delta_G"": 0.8580503525348839, ""delta_m_e"": -1.0, ""delta_m_p"": 1.1440671367131787}",False,2,2,4.440892098500626e-16,3.0021174892480627,1.7450329569358654,1.1440671367131787,1.0,1.25,3.8681180636366257,0.0,0.8580503525348839,0.14406713671317872,-2.0,0.0,0.0,1.0,-0.07520980222868334,-0.07520980222868334,0.03760490111434167,1.8559328632868213,-0.10963846947093103,0.890361530529069,-2.1440671367131787,0.14618462596124138,3.1461846259612414,1.0,0.0792467951314923,41.26902736249896,41.26902736249896,True,False,10.074690984741453,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_G+delta_m_p+sigma_spectral,3,delta_G;delta_m_p;sigma_spectral,"{""delta_G"": 0.8580503525348839, ""delta_m_p"": 1.1440671367131787, ""sigma_spectral"": 1.0}",False,2,2,4.440892098500626e-16,3.0021174892480627,1.7450329569358654,1.1440671367131787,1.0,1.25,3.8681180636366257,0.0,0.8580503525348839,0.14406713671317872,-1.0,0.0,1.0,1.0,-0.07520980222868334,-0.07520980222868334,0.03760490111434167,-0.14406713671317872,-1.109638469470931,-0.10963846947093092,-1.1440671367131787,0.14618462596124138,3.1461846259612414,1.0,0.258523649885662,41.26902736249896,41.26902736249896,True,False,99.51741008473303,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_m_p+tau_photon_distance,3,delta_h;delta_m_p;tau_photon_distance,"{""delta_h"": 0.9999999999999997, ""delta_m_p"": 1.2688024505571702, ""tau_photon_distance"": 1.2688024505571704}",False,2,2,4.440892098500626e-16,3.5376049011143404,2.054195540127512,1.2688024505571704,0.8356238892601647,2.0253183761662155,4.482843952655794,0.9999999999999997,0.0,0.2688024505571702,-1.0,0.0,3.3306690738754696e-16,0.9999999999999997,2.4623950988856587,2.4623950988856587,0.037604901114341116,1.7311975494428289,1.0967963241642438,2.0967963241642438,-1.2688024505571702,-1.462395098885659,1.537604901114341,1.0,0.22307267675636247,6.160112898378004,6.160112898378004,True,False,97.83211737482581,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_m_p+delta_alpha,3,delta_h;delta_m_p;delta_alpha,"{""delta_alpha"": -0.8008837726443462, ""delta_h"": -0.6017675452886927, ""delta_m_p"": 1.3362792421478216}",False,2,2,3.3306690738754696e-16,2.73893056008086,1.6700841921421135,1.3362792421478216,1.185744323796371,1.915079884557336,4.855167383859601,-0.6017675452886927,0.0,0.33627924214782157,-1.0,-0.8008837726443462,5.551115123125783e-16,0.9999999999999994,-0.07520980222868223,-0.07520980222868223,0.037604901114341116,-3.1415818780138993,-2.6083958401212906,-1.6083958401212906,-1.3362792421478216,0.2743260295843357,3.2743260295843357,0.3879102983090756,0.20596612247074642,48.02056039625992,48.02056039625992,True,False,233.57034458685513,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_alpha+tau_photon_distance,3,delta_h;delta_alpha;tau_photon_distance,"{""delta_alpha"": -0.8008837726443461, ""delta_h"": -0.6017675452886927, ""tau_photon_distance"": 1.3362792421478218}",False,2,2,5.551115123125783e-16,2.7389305600808607,1.6700841921421137,1.3362792421478218,1.185744323796371,1.915079884557336,4.855167383859603,-0.6017675452886927,0.0,-1.0,-1.0,-0.8008837726443461,5.551115123125783e-16,0.9999999999999994,2.597348682066961,2.597348682066961,0.03760490111434134,-1.8053026358660773,-0.6039769768995582,0.3960230231004418,0.0,-2.3982324547113074,0.6017675452886927,0.38791029830907564,1.0,2.037130307097144,2.577915575737639,True,False,54.28967124498926,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_alpha+tau_photon_distance+eta_Ni_luminosity,3,delta_alpha;tau_photon_distance;eta_Ni_luminosity,"{""delta_alpha"": -0.5, ""eta_Ni_luminosity"": -0.7150419604457364, ""tau_photon_distance"": 1.4300839208914726}",False,2,2,4.440892098500626e-16,2.645125881337209,1.6752387967064306,1.4300839208914726,1.118033988749895,1.7888543819998317,5.424686584818236,0.0,0.0,-1.0,-1.0,-0.5,0.0,1.0,3.5,2.7849580395542635,0.037604901114340894,0.0,0.75,1.75,0.0,-3.0,0.0,0.5536568971244162,1.0,1.0,1.8061727492130975,True,False,66.81371116769373,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_p+delta_alpha+eta_Ni_luminosity,3,delta_m_p;delta_alpha;eta_Ni_luminosity,"{""delta_alpha"": -0.5, ""delta_m_p"": 1.4300839208914726, ""eta_Ni_luminosity"": -0.7150419604457364}",False,2,2,4.440892098500626e-16,2.645125881337209,1.6752387967064306,1.4300839208914726,1.118033988749895,1.7888543819998317,5.424686584818236,0.0,0.0,0.4300839208914726,-1.0,-0.5,0.0,1.0,0.6398321582170547,-0.07520980222868168,0.03760490111434084,-1.4300839208914726,-1.395125881337209,-0.39512588133720894,-1.4300839208914726,-0.13983215821705475,2.8601678417829453,0.5536568971244162,0.1843424471376178,29.42722454350693,29.42722454350693,True,False,125.05218047087214,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_e+tau_photon_distance+eta_Ni_luminosity,3,delta_m_e;tau_photon_distance;eta_Ni_luminosity,"{""delta_m_e"": -1.0, ""eta_Ni_luminosity"": -0.7150419604457364, ""tau_photon_distance"": 1.4300839208914726}",False,2,2,4.440892098500626e-16,3.145125881337209,1.8858486222362625,1.4300839208914726,1.0,1.118033988749895,5.424686584818236,0.0,0.0,-1.0,-2.0,0.0,0.0,1.0,3.5,2.7849580395542635,0.037604901114340894,3.0,2.25,3.25,-1.0,-3.0,0.0,1.0,0.3065359597334364,1.0,3.2622599999999995,True,False,200.9777898176811,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_p+delta_m_e+eta_Ni_luminosity,3,delta_m_p;delta_m_e;eta_Ni_luminosity,"{""delta_m_e"": -1.0, ""delta_m_p"": 1.4300839208914726, ""eta_Ni_luminosity"": -0.7150419604457364}",False,2,2,4.440892098500626e-16,3.145125881337209,1.8858486222362625,1.4300839208914726,1.0,1.118033988749895,5.424686584818236,0.0,0.0,0.4300839208914726,-2.0,0.0,0.0,1.0,0.6398321582170547,-0.07520980222868168,0.03760490111434084,1.5699160791085274,0.10487411866279106,1.104874118662791,-2.4300839208914726,-0.13983215821705475,2.8601678417829453,1.0,0.05650758895293993,29.42722454350693,29.42722454350693,True,False,9.111898179115242,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_m_p+sigma_spectral+eta_Ni_luminosity,3,delta_m_p;sigma_spectral;eta_Ni_luminosity,"{""delta_m_p"": 1.4300839208914726, ""eta_Ni_luminosity"": -0.7150419604457364, ""sigma_spectral"": 1.0}",False,2,2,4.440892098500626e-16,3.145125881337209,1.8858486222362625,1.4300839208914726,1.0,1.118033988749895,5.424686584818236,0.0,0.0,0.4300839208914726,-1.0,0.0,1.0,1.0,0.6398321582170547,-0.07520980222868168,0.03760490111434084,-0.4300839208914726,-0.8951258813372089,0.10487411866279106,-1.4300839208914726,-0.13983215821705475,2.8601678417829453,1.0,0.1843424471376178,29.42722454350693,29.42722454350693,True,False,80.33082092087635,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:sigma_spectral+tau_photon_distance+eta_Ni_luminosity,3,sigma_spectral;tau_photon_distance;eta_Ni_luminosity,"{""eta_Ni_luminosity"": -0.7150419604457364, ""sigma_spectral"": 1.0, ""tau_photon_distance"": 1.4300839208914726}",False,2,2,4.440892098500626e-16,3.145125881337209,1.8858486222362625,1.4300839208914726,1.0,1.118033988749895,5.424686584818236,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,3.5,2.7849580395542635,0.037604901114340894,1.0,1.25,2.25,0.0,-3.0,0.0,1.0,1.0,1.0,1.0,False,False,111.53507071768952,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_G+delta_alpha,3,delta_h;delta_G;delta_alpha,"{""delta_G"": 1.4352628897143271, ""delta_alpha"": -0.9741051558857307, ""delta_h"": -0.9482103117714611}",False,2,2,2.220446049250313e-16,3.357578357371519,1.9768569024246585,1.4352628897143271,0.9924231621015641,2.2844872299219254,5.4580077529520095,-0.9482103117714611,1.4352628897143271,-1.0,-1.0,-0.9741051558857307,-4.440892098500626e-16,1.0000000000000004,-0.07520980222868223,-0.07520980222868223,0.037604901114341116,-2.8446309353143837,-2.4599203687715328,-1.4599203687715328,0.0,-0.6165267985142118,2.3834732014857885,0.31606682387460183,1.0,16.747799485205423,16.747799485205423,True,False,220.2902947096799,False,83.76092105304724,False,False,False
microscopic_closure,microscopic_closure:delta_h+delta_alpha+eta_Ni_luminosity,3,delta_h;delta_alpha;eta_Ni_luminosity,"{""delta_alpha"": -1.2304021004775758, ""delta_h"": -1.460804200955151, ""eta_Ni_luminosity"": -1.3840035007959592}",False,2,2,1.5543122344752192e-15,4.075209802228686,2.358665710227568,1.460804200955151,0.8259688743637613,2.7422475594461564,5.625356958002222,-1.460804200955151,0.0,-1.0,-1.0,-1.2304021004775758,-6.661338147750939e-16,1.0000000000000007,1.3087936985672735,-0.07520980222868578,0.03760490111434289,-4.382412602865454,-2.5368094521490905,-1.5368094521490905,0.0,-1.539195799044849,1.460804200955151,0.23343483828003722,1.0,5.625356958002222,5.625356958002222,True,False,227.16746339607462,False,83.76092105304724,False,False,False
