system,candidate_id,active_count,active_couplings,active_values_json,full_column_rank,matrix_rank,constraint_count,maximum_constraint_residual,L1_exponent_norm,L2_exponent_norm,maximum_absolute_exponent,minimum_singular_value,condition_number,maximum_active_endpoint_change_factor,atomic_Q_final_exponent,spectroscopic_redshift_exponent,supernova_composite_s,duration_b_predicted,duration_tension_sigma,time_dilation_gate_pass,Q_endpoint_ratio,spectral_endpoint_ratio,photon_distance_endpoint_ratio,source_luminosity_endpoint_ratio,maximum_dimensionless_endpoint_change_factor,supernova_reference_delta_BIC_vs_flat_LCDM,supernova_gate_pass,action_level_model_supplied,promotion_gate_pass,h_exponent,G_exponent,m_p_exponent,m_e_exponent,alpha_exponent,atomic_Q_exponent,M_Ch_exponent,source_luminosity_exponent,opacity_exponent,diffusion_time_exponent,me_over_mp_exponent,proton_gravity_coupling_exponent,proton_gravity_coupling_delta_exponent,alpha_endpoint_ratio,me_over_mp_endpoint_ratio,proton_gravity_endpoint_ratio_relative_to_baseline,dimensionless_drift_warning,time_dilation_evaluated
microscopic_closure,microscopic_closure:delta_G+delta_alpha,2,delta_G;delta_alpha,"{""delta_G"": 2.3834732014857885, ""delta_alpha"": -0.5}",True,2,2,0.0,2.8834732014857885,2.4353530549390396,2.3834732014857885,0.75,2.6666666666666665,16.747799485205423,,1.0,0.03760490111434134,-0.03760490111434134,93.07453186444455,False,,,,,16.747799485205423,83.76092105304724,False,False,False,0.0,2.3834732014857885,-1.0,-1.0,-0.5,0.0,-0.07520980222868268,-0.07520980222868268,0.0,-1.0376049011143413,0.0,-0.6165267985142115,2.3834732014857885,0.5536568971244162,1.0,16.747799485205423,True,False
microscopic_closure,microscopic_closure:delta_G+delta_m_e,2,delta_G;delta_m_e,"{""delta_G"": 2.3834732014857885, ""delta_m_e"": -1.0}",True,2,2,0.0,3.3834732014857885,2.584752309642244,2.3834732014857885,0.75,1.3333333333333333,16.747799485205423,,1.0,0.03760490111434134,1.4623950988856587,41.08954678554284,False,,,,,16.747799485205423,83.76092105304724,False,False,False,0.0,2.3834732014857885,-1.0,-2.0,0.0,0.0,-0.07520980222868268,-0.07520980222868268,3.0,0.46239509888565866,-1.0,-0.6165267985142115,2.3834732014857885,1.0,0.3065359597334364,16.747799485205423,True,False
diffusion_control,diffusion_control:delta_m_p+sigma_spectral+tau_photon_distance,3,delta_m_p;sigma_spectral;tau_photon_distance,"{""delta_m_p"": 0.8313333333333331, ""sigma_spectral"": 0.9999999999999994, ""tau_photon_distance"": 0.956271567781008}",True,3,3,5.551115123125783e-16,2.7876049011143404,1.614177940147076,0.9999999999999994,0.7872742074086786,2.420132881566024,3.2622599999999973,,0.9999999999999996,0.037604901114341116,1.0030000000000003,3.972054645195637e-14,True,,,,,7.141841553214452,83.76092105304724,False,False,False,0.0,0.0,-0.16866666666666685,-1.0,0.0,1.0,1.8373333333333337,1.8373333333333337,0.16866666666666685,0.0030000000000003357,-0.8313333333333331,-1.3373333333333337,1.6626666666666663,1.0,0.3741923414336831,7.141841553214452,True,True
diffusion_control,diffusion_control:delta_G+delta_alpha+tau_photon_distance,3,delta_G;delta_alpha;tau_photon_distance,"{""delta_G"": 0.9959999999999993, ""delta_alpha"": -0.49999999999999956, ""tau_photon_distance"": 1.0406049011143415}",True,3,3,1.1102230246251565e-15,2.53660490111434,1.5247539343196288,1.0406049011143415,0.5032315530103512,4.507308294188068,3.422708724493498,,0.9999999999999991,0.037604901114340894,1.003000000000001,9.930136612989092e-14,True,,,,,3.246866982151321,83.76092105304724,False,False,False,0.0,0.9959999999999993,-1.0,-1.0,-0.49999999999999956,8.881784197001252e-16,2.006000000000001,2.006000000000001,8.881784197001252e-16,0.003000000000001002,0.0,-2.0040000000000004,0.9959999999999993,0.5536568971244165,1.0,3.246866982151321,True,True
diffusion_control,diffusion_control:delta_G+delta_m_p+delta_m_e,3,delta_G;delta_m_p;delta_m_e,"{""delta_G"": 1.158419604457365, ""delta_m_e"": -0.9999999999999987, ""delta_m_p"": 0.9187901977713165}",True,3,3,1.3322676295501878e-15,3.0772098022286802,1.7849681810922597,1.158419604457365,0.1540272302249021,14.825576946255413,3.934322712211117,,0.9999999999999987,0.03760490111434023,1.0030000000000001,1.9860273225978185e-14,True,,,,,34.5542633575645,83.76092105304724,False,False,False,0.0,1.158419604457365,-0.08120980222868346,-1.9999999999999987,0.0,1.3322676295501878e-15,-0.07520980222868046,-0.07520980222868046,2.0812098022286807,0.0030000000000001137,-1.9187901977713153,-0.004000000000002002,2.9959999999999978,1.0,0.10343454287803282,34.5542633575645,True,True
diffusion_control,diffusion_control:delta_m_p+delta_alpha+tau_photon_distance,3,delta_m_p;delta_alpha;tau_photon_distance,"{""delta_alpha"": -0.49999999999999956, ""delta_m_p"": 0.4979999999999997, ""tau_photon_distance"": 1.2896049011143411}",True,3,3,1.1102230246251565e-15,2.2876049011143404,1.4700628561317128,1.2896049011143411,0.7384856390893724,3.2931421287130593,4.5944768337153645,,0.9999999999999991,0.037604901114340894,1.0030000000000008,7.944109290391274e-14,True,,,,,3.2468669821513214,83.76092105304724,False,False,False,0.0,0.0,-0.5020000000000002,-1.0,-0.49999999999999956,8.881784197001252e-16,2.5040000000000004,2.5040000000000004,-0.4979999999999989,0.00300000000000078,-0.4979999999999998,-2.0040000000000004,0.9959999999999994,0.5536568971244165,0.5549677567058664,3.2468669821513214,True,True
diffusion_control,diffusion_control:delta_m_p+delta_m_e+eta_Ni_luminosity,3,delta_m_p;delta_m_e;eta_Ni_luminosity,"{""delta_m_e"": -0.9999999999999993, ""delta_m_p"": 1.4979999999999987, ""eta_Ni_luminosity"": -0.5792098022286835}",True,3,3,1.3322676295501878e-15,3.0772098022286816,1.8919534864784031,1.4979999999999987,0.3472938405653412,5.966041311921947,5.878287451083392,,0.9999999999999993,0.037604901114340394,1.0030000000000014,1.3902191258184728e-13,True,,,,,34.55426335756448,83.76092105304724,False,False,False,0.0,0.0,0.49799999999999867,-1.9999999999999993,0.0,6.661338147750939e-16,0.5040000000000027,-0.07520980222868079,1.502,0.003000000000001446,-2.497999999999998,-0.004000000000002668,2.9959999999999973,1.0,0.05214715378999386,34.55426335756448,True,True
diffusion_control,diffusion_control:delta_m_p+delta_m_e+tau_photon_distance,3,delta_m_p;delta_m_e;tau_photon_distance,"{""delta_m_e"": -0.9999999999999992, ""delta_m_p"": 1.4979999999999993, ""tau_photon_distance"": 0.28960490111434134}",True,3,3,7.771561172376096e-16,2.7876049011143396,1.8242464194152728,1.4979999999999993,0.5911847894739578,3.570522696696074,5.878287451083397,,0.9999999999999991,0.03760490111434067,1.0030000000000001,1.9860273225978185e-14,True,,,,,34.55426335756454,83.76092105304724,False,False,False,0.0,0.0,0.49799999999999933,-1.9999999999999991,0.0,8.881784197001252e-16,0.5040000000000013,0.5040000000000013,1.501999999999999,0.0030000000000001137,-2.4979999999999984,-0.004000000000001336,2.9959999999999987,1.0,0.05214715378999383,34.55426335756454,True,True
diffusion_control,diffusion_control:delta_h+delta_alpha+tau_photon_distance,3,delta_h;delta_alpha;tau_photon_distance,"{""delta_alpha"": -0.666, ""delta_h"": -0.3319999999999998, ""tau_photon_distance"": 1.5386049011143408}",True,3,3,6.661338147750939e-16,2.5366049011143406,1.7091182058983134,1.5386049011143408,0.9221612173500455,2.462681789218057,6.167401048323491,,1.0,0.03760490111434067,1.0030000000000003,3.972054645195637e-14,True,,,,,2.19787691917641,83.76092105304724,False,False,False,-0.3319999999999998,0.0,-1.0,-1.0,-0.666,-5.551115123125783e-17,3.0020000000000002,3.0020000000000002,-0.9959999999999996,0.0030000000000003357,0.0,-2.668,0.3319999999999998,0.4549845313334109,1.0,1.4807719040936,True,True
diffusion_control,diffusion_control:delta_G+sigma_spectral+eta_Ni_luminosity,3,delta_G;sigma_spectral;eta_Ni_luminosity,"{""delta_G"": 1.662666666666666, ""eta_Ni_luminosity"": -1.0812098022286825, ""sigma_spectral"": 0.9999999999999993}",True,3,3,6.661338147750939e-16,3.743876468895348,2.2211427421216823,1.662666666666666,0.33358427933461515,3.3699240762154816,7.141841553214451,,0.9999999999999993,0.03760490111434078,1.0030000000000006,5.958081967793455e-14,True,,,,,7.141841553214451,83.76092105304724,False,False,False,0.0,1.662666666666666,-1.0,-1.0,0.0,1.0,1.006000000000001,-0.07520980222868157,1.0,0.0030000000000005578,0.0,-1.337333333333334,1.662666666666666,1.0,1.0,7.141841553214451,True,True
